transaction_id,customer_id,transaction_hour,account_age_days,previous_chargebacks,merchant_category,transaction_country,device_type,is_international,is_high_risk_merchant,transaction_amount,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount_30d,risk_label
TXN0001478,CUST00477,18,114.0,0.0,fuel,CA,tablet,1,0,499.16,1.0,0.0,466.28,0
TXN0001479,CUST00230,11,378.0,0.0,restaurant,US,desktop,0,0,257.23,0.0,0.0,521.64,0
TXN0001480,CUST00922,7,213.0,0.0,online_services,CA,desktop,1,1,138.82,5.0,5.0,290.22,0
TXN0001481,CUST00419,16,1464.0,0.0,grocery,US,mobile,0,0,442.88,0.0,4.0,233.49,0
TXN0001482,CUST00156,14,862.0,0.0,fashion,US,desktop,0,0,148.18,0.0,1.0,273.31,0
TXN0001483,CUST00549,9,472.0,0.0,electronics,CA,mobile,1,0,545.41,0.0,3.0,484.99,0
TXN0001484,CUST00440,14,1008.0,0.0,online_services,US,mobile,0,1,304.19,0.0,1.0,242.46,0
TXN0001485,CUST00096,14,961.0,0.0,restaurant,CA,desktop,1,0,75.08,0.0,4.0,1055.82,0
TXN0001486,CUST00996,22,607.0,1.0,online_services,US,desktop,0,1,692.22,1.0,9.0,466.06,0
TXN0001487,CUST00410,6,1218.0,0.0,restaurant,US,desktop,0,0,90.51,1.0,0.0,197.71,0
TXN0001488,CUST00950,12,52.0,0.0,grocery,US,mobile,0,0,80.44,0.0,2.0,193.01,0
TXN0001489,CUST00288,16,1026.0,0.0,travel,AU,mobile,1,1,41.58,2.0,11.0,292.72,0
TXN0001490,CUST00253,8,196.0,0.0,fashion,US,tablet,0,0,83.2,1.0,1.0,600.98,0
TXN0001491,CUST00195,7,754.0,0.0,electronics,US,desktop,0,0,94.5,0.0,2.0,701.55,0
TXN0001492,CUST00597,19,257.0,0.0,restaurant,UK,mobile,1,0,676.68,1.0,0.0,594.55,0
TXN0001493,CUST00833,20,1569.0,0.0,online_services,US,mobile,0,1,387.24,0.0,2.0,605.73,0
TXN0001494,CUST00521,17,672.0,0.0,fashion,US,tablet,0,0,1211.17,0.0,1.0,1890.48,0
TXN0001495,CUST00516,12,742.0,0.0,online_services,US,mobile,0,1,209.36,0.0,3.0,458.48,0
TXN0001496,CUST00634,15,736.0,0.0,electronics,US,mobile,0,0,86.84,0.0,0.0,1769.81,0
TXN0001497,CUST00841,8,1788.0,0.0,fuel,US,mobile,0,0,242.97,0.0,1.0,363.27,0
TXN0001498,CUST00864,11,232.0,0.0,fuel,CA,mobile,1,0,174.2,0.0,3.0,1404.28,0
TXN0001499,CUST00117,11,486.0,0.0,electronics,CA,mobile,1,0,343.26,0.0,1.0,209.91,0
TXN0001500,CUST00805,5,1359.0,0.0,fuel,US,mobile,0,0,78.32,0.0,0.0,227.11,0
TXN0001501,CUST00908,18,329.0,1.0,restaurant,UK,mobile,1,0,830.46,2.0,9.0,455.65,0
TXN0001502,CUST00158,6,552.0,0.0,fashion,US,mobile,0,0,719.3,0.0,1.0,442.75,0
TXN0001503,CUST00814,2,159.0,0.0,electronics,US,mobile,0,0,728.17,0.0,4.0,454.3,0
TXN0001504,CUST00227,15,1165.0,1.0,restaurant,IN,tablet,1,0,1973.53,1.0,5.0,813.17,0
TXN0001505,CUST00876,17,331.0,1.0,fashion,US,desktop,0,0,1032.96,1.0,8.0,632.64,0
TXN0001506,CUST00215,15,612.0,0.0,fashion,US,mobile,0,0,519.09,1.0,1.0,246.87,0
TXN0001507,CUST00947,22,597.0,0.0,restaurant,CA,mobile,1,0,237.23,1.0,3.0,237.39,0
TXN0001508,CUST00695,6,1385.0,0.0,fashion,UK,mobile,1,0,342.59,1.0,2.0,291.37,0
TXN0001509,CUST00014,3,165.0,0.0,travel,US,desktop,0,1,220.72,1.0,7.0,715.45,0
TXN0001510,CUST00156,7,364.0,1.0,electronics,US,mobile,0,0,491.94,3.0,13.0,265.38,1
TXN0001511,CUST00647,12,398.0,0.0,electronics,US,tablet,0,0,300.56,1.0,0.0,593.9,0
TXN0001512,CUST00260,12,311.0,0.0,fashion,US,desktop,0,0,954.01,0.0,2.0,525.03,0
TXN0001513,CUST00156,16,606.0,0.0,restaurant,UK,tablet,1,0,305.83,1.0,3.0,300.12,0
TXN0001514,CUST00046,16,325.0,0.0,grocery,US,mobile,0,0,360.15,0.0,0.0,641.58,0
TXN0001515,CUST00323,4,787.0,0.0,fuel,CA,desktop,1,0,455.72,1.0,8.0,798.22,0
TXN0001516,CUST00843,5,390.0,0.0,fashion,US,desktop,0,0,316.72,0.0,0.0,219.24,0
TXN0001517,CUST00684,18,579.0,0.0,grocery,US,mobile,0,0,205.18,1.0,1.0,562.29,0
TXN0001518,CUST00129,12,424.0,0.0,fashion,US,mobile,0,0,457.01,0.0,1.0,428.24,0
TXN0001519,CUST00410,13,1272.0,0.0,grocery,US,mobile,0,0,136.17,0.0,2.0,198.43,0
TXN0001520,CUST00094,21,280.0,0.0,fashion,US,mobile,0,0,627.25,0.0,1.0,473.11,0
TXN0001521,CUST00626,3,536.0,0.0,restaurant,US,desktop,0,0,670.55,1.0,2.0,341.55,0
TXN0001522,CUST00754,6,161.0,0.0,fuel,US,desktop,0,0,235.61,0.0,1.0,392.5,0
TXN0001523,CUST00931,7,1518.0,0.0,online_services,US,mobile,0,1,144.08,2.0,2.0,332.79,0
TXN0001524,CUST00291,12,808.0,1.0,online_services,US,mobile,0,1,3272.45,3.0,6.0,1220.77,1
TXN0001525,CUST00793,5,40.0,0.0,grocery,AU,tablet,1,0,139.58,0.0,8.0,423.09,0
TXN0001526,CUST00810,5,239.0,1.0,travel,US,mobile,0,1,428.31,3.0,8.0,413.24,1
TXN0001527,CUST00282,23,1164.0,0.0,restaurant,AU,mobile,1,0,49.04,0.0,3.0,356.07,0
TXN0001528,CUST00068,20,1778.0,0.0,fuel,US,mobile,0,0,735.26,0.0,2.0,698.57,0
TXN0001529,CUST00659,2,614.0,0.0,fashion,US,tablet,0,0,77.59,0.0,1.0,647.8,0
TXN0001530,CUST00010,2,584.0,0.0,grocery,US,desktop,0,0,361.45,0.0,4.0,408.5,0
TXN0001531,CUST00253,12,301.0,0.0,fuel,AU,mobile,1,0,312.11,0.0,5.0,697.45,0
TXN0001532,CUST00841,21,425.0,0.0,electronics,CA,mobile,1,0,229.88,0.0,0.0,329.35,0
TXN0001533,CUST00871,1,591.0,1.0,restaurant,IN,mobile,1,0,510.43,3.0,6.0,672.28,1
TXN0001534,CUST00549,15,308.0,0.0,grocery,CA,mobile,1,0,348.11,0.0,0.0,570.12,0
TXN0001535,CUST00133,21,93.0,3.0,restaurant,US,desktop,0,0,3122.1,3.0,5.0,1606.94,1
TXN0001536,CUST00711,5,396.0,0.0,grocery,IN,mobile,1,0,199.88,2.0,0.0,181.0,0
TXN0001537,CUST00022,7,875.0,0.0,online_services,IN,mobile,1,1,65.07,2.0,7.0,136.1,0
TXN0001538,CUST00814,22,326.0,0.0,electronics,US,mobile,0,0,57.45,0.0,2.0,382.84,0
TXN0001539,CUST00345,7,909.0,0.0,travel,AU,mobile,1,1,210.48,3.0,9.0,505.29,1
TXN0001540,CUST00301,5,92.0,0.0,electronics,UK,tablet,1,0,169.84,1.0,1.0,296.37,0
TXN0001541,CUST00362,13,426.0,0.0,fashion,AU,mobile,1,0,213.38,1.0,2.0,382.53,0
TXN0001542,CUST00395,2,280.0,1.0,restaurant,AU,mobile,1,0,1095.1,2.0,8.0,404.96,0
TXN0001543,CUST00217,9,351.0,0.0,travel,AU,desktop,1,1,166.18,0.0,11.0,415.06,0
TXN0001544,CUST00140,2,616.0,0.0,restaurant,AU,mobile,1,0,2226.34,5.0,9.0,1107.66,1
TXN0001545,CUST00615,11,555.0,0.0,fuel,US,mobile,0,0,332.27,0.0,0.0,235.47,0
TXN0001546,CUST00957,16,10.0,0.0,grocery,US,mobile,0,0,503.49,1.0,1.0,427.1,0
TXN0001547,CUST00209,4,242.0,0.0,fashion,US,mobile,0,0,215.91,0.0,1.0,,0
TXN0001548,CUST00984,19,735.0,0.0,fashion,US,tablet,0,0,217.09,0.0,5.0,404.47,0
TXN0001549,CUST00992,8,136.0,0.0,restaurant,US,mobile,0,0,152.16,0.0,3.0,640.48,0
TXN0001550,CUST00622,20,669.0,0.0,online_services,UK,mobile,1,1,259.88,2.0,5.0,417.45,0
TXN0001551,CUST00615,19,251.0,0.0,fashion,US,,0,0,72.3,0.0,2.0,227.66,0
TXN0001552,CUST00827,6,594.0,0.0,restaurant,UK,mobile,1,0,67.67,0.0,1.0,257.81,0
TXN0001553,CUST00682,21,786.0,2.0,grocery,CA,tablet,1,0,464.57,3.0,11.0,646.24,1
TXN0001554,CUST00459,3,526.0,0.0,grocery,UK,mobile,1,0,114.77,5.0,6.0,859.66,0
TXN0001555,CUST00355,12,538.0,0.0,restaurant,US,mobile,0,0,149.04,1.0,0.0,213.89,0
TXN0001556,CUST00323,12,331.0,0.0,electronics,US,mobile,0,0,186.93,0.0,1.0,748.55,0
TXN0001557,CUST00132,9,351.0,0.0,electronics,US,mobile,0,0,194.18,0.0,3.0,191.96,0
TXN0001558,CUST00887,17,252.0,1.0,grocery,US,mobile,0,0,1522.25,2.0,12.0,483.58,0
TXN0001559,CUST00804,16,827.0,0.0,travel,,mobile,1,1,454.13,4.0,9.0,426.59,1
TXN0001560,CUST00839,19,151.0,0.0,electronics,US,mobile,0,0,239.15,0.0,0.0,375.71,0
TXN0001561,CUST00126,19,476.0,1.0,restaurant,UK,mobile,1,0,3930.12,0.0,8.0,854.29,1
TXN0001562,CUST00105,12,91.0,0.0,grocery,US,mobile,0,0,168.47,0.0,5.0,217.35,0
TXN0001563,CUST00603,16,232.0,0.0,fashion,US,mobile,0,0,476.22,1.0,0.0,621.24,0
TXN0001564,CUST00798,21,342.0,0.0,fashion,CA,mobile,1,0,366.69,2.0,3.0,340.03,0
TXN0001565,CUST00377,3,191.0,0.0,online_services,US,mobile,0,1,205.65,1.0,5.0,282.73,0
TXN0001566,CUST00904,0,347.0,0.0,electronics,UK,mobile,1,0,220.53,2.0,5.0,398.41,0
TXN0001567,CUST00050,0,312.0,0.0,travel,CA,desktop,1,1,510.3,0.0,4.0,616.03,0
TXN0001568,CUST00028,14,1438.0,0.0,fuel,US,mobile,0,0,448.95,0.0,2.0,198.44,0
TXN0001569,CUST00461,12,995.0,1.0,electronics,US,mobile,0,0,2075.6,,7.0,613.55,1
TXN0001570,CUST00295,16,963.0,0.0,travel,UK,mobile,1,1,251.96,1.0,4.0,758.9,0
TXN0001571,CUST00296,23,278.0,1.0,electronics,UK,mobile,1,0,157.42,4.0,4.0,264.14,0
TXN0001572,CUST00725,7,128.0,0.0,fashion,US,desktop,0,0,378.78,2.0,2.0,444.45,0
TXN0001573,CUST00778,17,78.0,0.0,travel,CA,mobile,1,1,778.85,1.0,7.0,379.21,0
TXN0001574,CUST00406,12,622.0,0.0,fashion,US,mobile,0,0,105.21,1.0,3.0,435.99,0
TXN0001575,CUST00768,22,309.0,1.0,online_services,US,mobile,0,1,833.33,1.0,6.0,472.98,0
TXN0001576,CUST00813,13,140.0,0.0,restaurant,US,tablet,0,0,185.25,1.0,1.0,176.66,0
TXN0001577,CUST00612,7,907.0,0.0,restaurant,US,mobile,0,0,101.78,0.0,3.0,402.12,0
TXN0001578,CUST00404,7,113.0,0.0,grocery,US,desktop,0,0,205.0,1.0,1.0,904.7,0
TXN0001579,CUST00345,14,719.0,0.0,fashion,US,mobile,0,0,756.59,0.0,2.0,586.03,0
TXN0001580,CUST00621,12,489.0,3.0,fashion,US,mobile,0,0,756.26,2.0,3.0,404.72,0
TXN0001581,CUST00419,6,415.0,0.0,online_services,US,mobile,0,1,249.78,0.0,1.0,254.03,0
TXN0001582,CUST00181,4,857.0,0.0,grocery,AU,mobile,1,0,349.81,2.0,11.0,326.68,0
TXN0001583,CUST00982,16,365.0,0.0,restaurant,US,mobile,0,0,295.41,0.0,3.0,432.02,0
TXN0001584,CUST00824,15,191.0,0.0,restaurant,AU,mobile,1,0,195.47,1.0,2.0,650.45,0
TXN0001585,CUST00000,22,1228.0,0.0,travel,AU,mobile,1,1,286.01,0.0,3.0,295.93,0
TXN0001586,CUST00830,1,286.0,0.0,travel,US,mobile,0,1,261.73,0.0,8.0,315.26,1
TXN0001587,CUST00949,21,338.0,1.0,fuel,US,mobile,0,0,121.44,2.0,4.0,1540.49,0
TXN0001588,CUST00566,17,407.0,0.0,online_services,US,mobile,0,1,373.67,0.0,0.0,472.56,0
TXN0001589,CUST00370,16,176.0,0.0,restaurant,IN,mobile,1,0,253.66,0.0,1.0,343.05,0
TXN0001590,CUST00935,6,1368.0,3.0,fuel,UK,mobile,1,0,1129.16,3.0,7.0,877.67,1
TXN0001591,CUST00910,12,406.0,0.0,electronics,IN,mobile,1,0,240.99,1.0,1.0,449.43,0
TXN0001592,CUST00660,17,845.0,0.0,fashion,US,mobile,0,0,184.82,0.0,3.0,737.29,0
TXN0001593,CUST00430,13,227.0,0.0,travel,AU,desktop,1,1,114.1,0.0,11.0,216.61,0
TXN0001594,CUST00968,17,518.0,0.0,electronics,US,mobile,0,0,278.37,2.0,1.0,1027.57,0
TXN0001595,CUST00308,12,931.0,0.0,travel,AU,tablet,1,1,277.47,0.0,4.0,577.46,0
TXN0001596,CUST00136,10,443.0,1.0,grocery,US,desktop,0,0,2499.63,2.0,7.0,858.38,0
TXN0001597,CUST00201,20,298.0,0.0,fashion,UK,desktop,1,0,166.27,2.0,3.0,197.43,0
TXN0001598,CUST00435,20,344.0,0.0,fuel,UK,mobile,1,0,578.95,1.0,2.0,575.08,0
TXN0001599,CUST00312,15,173.0,0.0,fuel,UK,desktop,1,0,462.08,0.0,1.0,346.2,0
TXN0001600,CUST00116,22,197.0,0.0,travel,US,desktop,0,1,132.23,0.0,3.0,469.28,0
TXN0001601,CUST00665,16,1010.0,0.0,restaurant,UK,desktop,1,0,80.91,1.0,0.0,347.62,0
TXN0001602,CUST00936,7,96.0,0.0,online_services,US,mobile,0,1,551.0,1.0,5.0,276.22,0
TXN0001603,CUST00802,18,310.0,0.0,fuel,US,desktop,0,0,353.33,1.0,1.0,424.57,0
TXN0001604,CUST00574,19,1077.0,0.0,grocery,US,desktop,0,0,471.77,1.0,0.0,462.69,0
TXN0001605,CUST00243,14,54.0,1.0,grocery,US,mobile,0,0,1168.96,2.0,10.0,727.97,1
TXN0001606,CUST00536,8,179.0,0.0,restaurant,CA,desktop,1,0,107.99,1.0,5.0,309.15,0
TXN0001607,CUST00601,19,1018.0,2.0,grocery,US,mobile,0,0,988.57,3.0,7.0,533.59,0
TXN0001608,CUST00074,9,1168.0,0.0,online_services,US,desktop,0,1,412.03,0.0,1.0,851.09,0
TXN0001609,CUST00805,11,686.0,0.0,fashion,US,desktop,0,0,41.23,0.0,1.0,332.99,0
TXN0001610,CUST00385,20,285.0,0.0,travel,AU,mobile,1,1,359.17,2.0,10.0,645.18,0
TXN0001611,CUST00902,22,614.0,3.0,grocery,US,desktop,0,0,1776.61,4.0,6.0,351.69,0
TXN0001612,CUST00209,19,1117.0,1.0,fashion,CA,desktop,1,0,1347.63,2.0,2.0,679.07,0
TXN0001613,CUST00474,0,393.0,2.0,restaurant,US,mobile,0,0,1297.97,2.0,5.0,553.65,0
TXN0001614,CUST00417,19,1055.0,2.0,travel,CA,mobile,1,1,582.23,1.0,6.0,277.62,0
TXN0001615,CUST00346,8,2910.0,0.0,restaurant,US,desktop,0,0,232.28,1.0,4.0,260.5,0
TXN0001616,CUST00528,21,709.0,0.0,travel,CA,mobile,1,1,75.04,0.0,4.0,163.69,0
TXN0001617,CUST00639,14,593.0,0.0,online_services,US,mobile,0,1,567.06,1.0,3.0,612.94,0
TXN0001618,CUST00938,0,285.0,0.0,grocery,US,desktop,0,0,460.98,0.0,1.0,389.07,0
TXN0001619,CUST00954,11,112.0,3.0,grocery,US,tablet,0,0,590.01,3.0,7.0,402.27,1
TXN0001620,CUST00875,2,218.0,0.0,travel,AU,mobile,1,1,915.61,3.0,14.0,438.57,1
TXN0001621,CUST00762,10,602.0,0.0,fashion,UK,mobile,1,0,402.13,0.0,2.0,549.59,0
TXN0001622,CUST00178,1,71.0,0.0,fashion,AU,mobile,1,0,259.95,1.0,8.0,183.01,0
TXN0001623,CUST00181,15,1236.0,0.0,fashion,US,desktop,0,0,1246.79,0.0,1.0,427.02,0
TXN0001624,CUST00663,8,1046.0,0.0,electronics,US,desktop,0,0,125.02,0.0,1.0,404.08,0
TXN0001625,CUST00024,14,1220.0,0.0,fuel,US,mobile,0,0,44.87,1.0,1.0,179.03,0
TXN0001626,CUST00966,11,517.0,0.0,fuel,US,mobile,0,0,337.59,0.0,4.0,386.14,0
TXN0001627,CUST00179,0,175.0,0.0,fuel,CA,mobile,1,0,320.4,2.0,6.0,422.73,0
TXN0001628,CUST00709,12,1117.0,0.0,fashion,US,desktop,0,0,178.41,1.0,3.0,454.82,0
TXN0001629,CUST00500,13,219.0,0.0,grocery,US,mobile,0,0,289.46,0.0,5.0,411.52,0
TXN0001630,CUST00855,7,30.0,2.0,online_services,US,desktop,0,1,399.03,2.0,11.0,760.53,1
TXN0001631,CUST00160,7,200.0,0.0,electronics,UK,mobile,1,0,62.45,1.0,2.0,294.16,0
TXN0001632,CUST00176,11,314.0,0.0,fashion,US,desktop,0,0,533.92,1.0,1.0,855.41,0
TXN0001633,CUST00284,0,386.0,0.0,grocery,IN,mobile,1,0,312.38,2.0,6.0,306.81,0
TXN0001634,CUST00062,10,272.0,0.0,electronics,US,desktop,0,0,181.79,0.0,0.0,388.25,0
TXN0001635,CUST00661,7,796.0,0.0,grocery,CA,tablet,1,0,988.5,0.0,3.0,755.28,0
TXN0001636,CUST00665,9,414.0,0.0,travel,US,tablet,0,1,193.26,1.0,1.0,392.88,0
TXN0001637,CUST00155,18,221.0,0.0,grocery,US,tablet,0,0,393.08,2.0,3.0,485.94,0
TXN0001638,CUST00881,10,1802.0,0.0,electronics,CA,mobile,1,0,111.76,0.0,2.0,339.39,0
TXN0001639,CUST00468,6,531.0,1.0,fashion,US,mobile,0,0,-110.02,0.0,7.0,234.13,0
TXN0001640,CUST00048,10,500.0,0.0,fuel,UK,mobile,1,0,400.05,0.0,1.0,290.99,0
TXN0001641,CUST00966,16,1073.0,0.0,electronics,UK,mobile,1,0,390.55,1.0,1.0,352.46,0
TXN0001642,CUST00848,0,209.0,2.0,fashion,US,mobile,0,0,3215.23,0.0,8.0,633.23,1
TXN0001643,CUST00083,20,1614.0,0.0,fashion,CA,desktop,1,0,99.52,1.0,1.0,267.34,0
TXN0001644,CUST00360,20,581.0,0.0,online_services,UK,desktop,1,1,63.95,2.0,7.0,587.23,0
TXN0001645,CUST00688,7,289.0,0.0,restaurant,CA,mobile,1,0,149.72,1.0,2.0,413.14,0
TXN0001646,CUST00147,22,1351.0,0.0,online_services,US,desktop,0,1,381.13,1.0,3.0,283.28,0
TXN0001647,CUST00629,23,541.0,3.0,travel,US,,0,1,188.26,3.0,6.0,210.19,1
TXN0001648,CUST00341,5,800.0,0.0,restaurant,US,,0,0,,2.0,1.0,349.93,0
TXN0001649,CUST00475,21,61.0,0.0,fuel,AU,mobile,1,0,,2.0,5.0,342.47,0
TXN0001650,CUST00062,17,88.0,1.0,electronics,IN,mobile,1,0,749.04,0.0,7.0,300.62,0
TXN0001651,CUST00700,5,389.0,0.0,restaurant,US,mobile,0,0,121.3,0.0,3.0,529.29,0
TXN0001652,CUST00359,4,410.0,0.0,fuel,US,desktop,0,0,594.77,1.0,4.0,363.34,0
TXN0001653,CUST00560,12,1115.0,0.0,fashion,UK,,1,0,68.34,1.0,1.0,446.51,0
TXN0001654,CUST00326,18,133.0,0.0,electronics,CA,mobile,1,0,522.51,1.0,1.0,333.87,0
TXN0001655,CUST00768,21,1425.0,0.0,restaurant,CA,mobile,1,0,360.34,0.0,3.0,623.91,0
TXN0001656,CUST00735,7,1114.0,0.0,grocery,US,desktop,0,0,166.91,1.0,4.0,581.05,0
TXN0001657,CUST00140,8,1212.0,1.0,fuel,US,mobile,0,0,2945.88,2.0,12.0,964.7,1
TXN0001658,CUST00989,16,169.0,0.0,fuel,US,mobile,0,0,54.04,0.0,2.0,131.01,0
TXN0001659,CUST00214,2,687.0,0.0,travel,US,mobile,0,1,544.1,2.0,4.0,459.3,0
TXN0001660,CUST00434,18,996.0,0.0,grocery,CA,desktop,1,0,101.43,1.0,3.0,326.54,0
TXN0001661,CUST00890,10,611.0,0.0,electronics,US,mobile,0,0,169.63,0.0,1.0,337.81,0
TXN0001662,CUST00951,23,517.0,0.0,restaurant,CA,mobile,1,0,313.95,0.0,1.0,360.09,0
TXN0001663,CUST00722,16,580.0,2.0,fashion,US,mobile,0,0,1751.23,2.0,,2895.99,0
TXN0001664,CUST00317,20,302.0,0.0,restaurant,UK,tablet,1,0,113.9,0.0,1.0,282.61,0
TXN0001665,CUST00031,18,926.0,0.0,online_services,US,mobile,0,1,386.21,2.0,2.0,443.73,0
TXN0001666,CUST00669,1,1171.0,0.0,electronics,US,desktop,0,0,172.25,0.0,2.0,404.11,0
TXN0001667,CUST00284,7,246.0,0.0,electronics,US,mobile,0,0,123.54,0.0,5.0,355.7,0
TXN0001668,CUST00304,18,935.0,1.0,electronics,US,mobile,0,0,219.33,2.0,8.0,577.7,0
TXN0001669,CUST00428,6,248.0,0.0,electronics,AU,tablet,1,0,180.59,0.0,0.0,399.47,0
TXN0001670,CUST00476,16,305.0,0.0,online_services,US,mobile,0,1,87.88,1.0,0.0,592.91,0
TXN0001671,CUST00285,5,90.0,2.0,fuel,CA,desktop,1,0,283.43,3.0,5.0,229.88,1
TXN0001672,CUST00143,18,540.0,0.0,restaurant,IN,tablet,1,0,165.74,2.0,3.0,492.78,0
TXN0001673,CUST00423,23,470.0,0.0,grocery,UK,desktop,1,0,202.31,0.0,4.0,393.46,0
TXN0001674,CUST00018,5,319.0,0.0,fashion,UK,mobile,1,0,157.78,0.0,3.0,1416.9,0
TXN0001675,CUST00017,1,1153.0,4.0,fashion,US,desktop,0,0,751.55,3.0,7.0,532.36,1
TXN0001676,CUST00768,5,1221.0,0.0,travel,US,desktop,0,1,942.07,0.0,1.0,622.02,0
TXN0001677,CUST00589,22,535.0,0.0,fuel,UK,tablet,1,0,143.08,3.0,2.0,998.44,0
TXN0001678,CUST00370,4,448.0,0.0,electronics,UK,desktop,1,0,119.72,1.0,11.0,390.67,0
TXN0001679,CUST00174,18,1612.0,0.0,electronics,US,mobile,0,0,115.73,1.0,1.0,386.15,0
TXN0001680,CUST00193,19,461.0,0.0,electronics,IN,desktop,1,0,26.33,0.0,0.0,857.54,0
TXN0001681,CUST00501,3,241.0,0.0,fuel,US,mobile,0,0,147.26,0.0,5.0,184.32,0
TXN0001682,CUST00987,21,362.0,0.0,grocery,IN,mobile,1,0,1017.51,1.0,1.0,673.97,0
TXN0001683,CUST00112,16,488.0,0.0,electronics,US,desktop,0,0,258.78,0.0,2.0,281.33,0
TXN0001684,CUST00113,10,707.0,0.0,travel,CA,desktop,1,1,177.07,2.0,6.0,175.48,0
TXN0001685,CUST00221,3,190.0,0.0,travel,UK,desktop,1,1,1112.78,2.0,7.0,582.33,0
TXN0001686,CUST00677,12,236.0,0.0,grocery,UK,desktop,1,0,173.49,0.0,4.0,180.27,0
TXN0001687,CUST00946,19,892.0,0.0,fuel,US,mobile,0,0,659.03,1.0,1.0,663.87,0
TXN0001688,CUST00830,16,160.0,0.0,electronics,US,mobile,0,0,221.41,0.0,1.0,302.25,0
TXN0001689,CUST00643,8,812.0,0.0,online_services,US,mobile,0,1,749.19,2.0,2.0,847.18,0
TXN0001690,CUST00896,3,370.0,0.0,restaurant,AU,mobile,1,0,301.9,0.0,11.0,475.82,0
TXN0001691,CUST00263,22,79.0,1.0,restaurant,UK,mobile,1,0,1197.09,4.0,5.0,506.34,1
TXN0001692,CUST00924,13,506.0,0.0,fashion,US,tablet,0,0,216.62,1.0,1.0,604.67,0
TXN0001693,CUST00054,18,472.0,0.0,grocery,US,mobile,0,0,531.32,1.0,1.0,496.91,0
TXN0001694,CUST00870,2,1076.0,0.0,restaurant,UK,mobile,1,0,950.78,0.0,5.0,560.5,0
TXN0001695,CUST00642,13,579.0,0.0,fashion,US,mobile,0,0,375.94,2.0,2.0,636.97,0
TXN0001696,CUST00799,7,985.0,0.0,travel,IN,desktop,1,1,211.66,3.0,2.0,262.19,0
TXN0001697,CUST00777,23,839.0,1.0,fashion,US,mobile,0,0,1867.99,2.0,4.0,614.52,0
TXN0001698,CUST00457,0,1365.0,0.0,electronics,US,mobile,0,0,167.88,0.0,2.0,406.67,0
TXN0001699,CUST00978,9,680.0,1.0,electronics,US,mobile,0,0,2671.87,2.0,5.0,3111.49,0
TXN0001700,CUST00877,17,332.0,0.0,travel,CA,mobile,1,1,163.04,1.0,9.0,303.98,0
TXN0001701,CUST00161,15,1133.0,0.0,grocery,US,desktop,0,0,230.88,0.0,3.0,285.49,0
TXN0001702,CUST00379,7,379.0,0.0,fuel,US,mobile,0,0,490.66,0.0,3.0,299.21,0
TXN0001703,CUST00992,0,1501.0,0.0,electronics,US,mobile,0,0,47.7,2.0,0.0,626.71,0
TXN0001704,CUST00086,11,582.0,0.0,electronics,CA,tablet,1,0,314.78,0.0,3.0,370.36,0
TXN0001705,CUST00054,7,482.0,0.0,fashion,US,mobile,0,0,277.94,2.0,2.0,445.73,0
TXN0001706,CUST00475,23,1057.0,1.0,fashion,US,mobile,0,0,562.76,2.0,6.0,405.1,0
TXN0001707,CUST00799,15,91.0,0.0,fashion,US,desktop,0,0,188.78,0.0,1.0,253.27,0
TXN0001708,CUST00177,17,155.0,0.0,restaurant,IN,desktop,1,0,124.45,0.0,1.0,396.79,0
TXN0001709,CUST00390,3,135.0,0.0,online_services,US,mobile,0,1,113.36,1.0,5.0,460.79,0
TXN0001710,CUST00348,5,1121.0,3.0,travel,CA,desktop,1,1,395.77,3.0,14.0,336.3,1
TXN0001711,CUST00007,11,274.0,0.0,grocery,UK,mobile,1,0,110.31,1.0,3.0,467.6,0
TXN0001712,CUST00832,8,792.0,1.0,,UK,tablet,1,0,951.7,3.0,14.0,785.63,1
TXN0001713,CUST00312,14,320.0,0.0,grocery,CA,desktop,1,0,137.63,0.0,2.0,404.28,0
TXN0001714,CUST00758,15,265.0,0.0,online_services,US,mobile,0,1,463.49,0.0,4.0,230.3,0
TXN0001715,CUST00834,23,837.0,0.0,fashion,US,mobile,0,0,114.76,2.0,1.0,534.31,0
TXN0001716,CUST00983,11,914.0,0.0,electronics,US,mobile,0,0,87.3,0.0,2.0,248.16,0
TXN0001717,CUST00982,23,723.0,0.0,online_services,US,desktop,0,1,205.35,1.0,1.0,425.61,0
TXN0001718,CUST00442,22,527.0,0.0,grocery,AU,desktop,1,0,96.93,0.0,1.0,306.94,0
TXN0001719,CUST00766,13,129.0,0.0,restaurant,AU,tablet,1,0,219.29,2.0,1.0,213.98,0
TXN0001720,CUST00327,12,243.0,0.0,fashion,UK,mobile,1,0,130.18,0.0,1.0,290.65,0
TXN0001721,CUST00053,1,293.0,0.0,fuel,AU,desktop,1,0,89.22,4.0,5.0,325.4,0
TXN0001722,CUST00760,2,302.0,0.0,travel,IN,mobile,1,1,304.01,5.0,4.0,221.5,1
TXN0001723,CUST00238,23,869.0,0.0,electronics,CA,mobile,1,0,625.78,1.0,0.0,346.78,0
TXN0001724,CUST00228,21,802.0,0.0,online_services,US,desktop,0,1,428.73,0.0,0.0,400.63,0
TXN0001725,CUST00578,9,706.0,0.0,online_services,US,mobile,0,1,85.77,0.0,1.0,319.89,0
TXN0001726,CUST00050,8,372.0,0.0,fashion,IN,mobile,1,0,129.76,0.0,3.0,477.7,0
